Episode,Agent,Action,Observation,Reward,Done
0,adversary_0,4.0,"[ 0.          0.          0.5479121  -0.12224312 -1.2173076   0.03293781
 -0.7804757   0.8904201   0.16928375  0.51697916 -1.3595574   1.0734879
 -0.02563269  0.69437176]",0.0,False
0,adversary_1,4.0,"[ 0.          0.          0.71719587  0.39473605 -1.3865913  -0.48404136
 -0.9497594   0.37344092 -0.16928375 -0.51697916 -1.5288411   0.55650866
 -0.19491644  0.17739256]",0.0,False
0,adversary_2,4.0,"[ 0.          0.         -0.8116453   0.9512447   0.14224984 -1.04055
  0.5790818  -0.18306772  1.3595574  -1.0734879   1.5288411  -0.55650866
  1.3339247  -0.3791161 ]",0.0,False
0,agent_0,0.0,"[ 0.          0.          0.5222794   0.5721286  -1.1916748  -0.66143394
 -0.75484294  0.19604836  0.02563269 -0.69437176  0.19491644 -0.17739256
 -1.3339247   0.3791161 ]",0.0,False
0,adversary_0,1.0,"[-0.          0.3         0.5479121  -0.12224312 -1.2173076   0.03293781
 -0.7804757   0.8904201   0.16928375  0.51697916 -1.3595574   1.0734879
 -0.02563269  0.69437176]",0.0,False
0,adversary_1,1.0,"[ 0.          0.3         0.71719587  0.39473605 -1.3865913  -0.48404136
 -0.9497594   0.37344092 -0.16928375 -0.51697916 -1.5288411   0.55650866
 -0.19491644  0.17739256]",0.0,False
0,adversary_2,4.0,"[-0.          0.3        -0.8116453   0.9512447   0.14224984 -1.04055
  0.5790818  -0.18306772  1.3595574  -1.0734879   1.5288411  -0.55650866
  1.3339247  -0.3791161 ]",0.0,False
0,agent_0,2.0,"[-0.          0.          0.5222794   0.5721286  -1.1916748  -0.66143394
 -0.75484294  0.19604836  0.02563269 -0.69437176  0.19491644 -0.17739256
 -1.3339247   0.3791161 ]",0.0,False
0,adversary_0,2.0,"[-0.3         0.225       0.5479121  -0.09224312 -1.2173076   0.00293781
 -0.7804757   0.8604201   0.16928375  0.51697916 -1.3595574   1.0734879
 -0.02563269  0.6643717 ]",0.0,False
0,adversary_1,0.0,"[-0.3         0.225       0.71719587  0.42473605 -1.3865913  -0.51404136
 -0.9497594   0.34344092 -0.16928375 -0.51697916 -1.5288411   0.55650866
 -0.19491644  0.14739256]",0.0,False
0,adversary_2,0.0,"[-0.          0.525      -0.8116453   0.9812447   0.14224984 -1.07055
  0.5790818  -0.21306773  1.3595574  -1.0734879   1.5288411  -0.55650866
  1.3339247  -0.4091161 ]",0.0,False
0,agent_0,4.0,"[ 0.4         0.          0.5222794   0.5721286  -1.1916748  -0.66143394
 -0.75484294  0.19604836  0.02563269 -0.6643717   0.19491644 -0.14739256
 -1.3339247   0.4091161 ]",0.0,False
0,adversary_0,2.0,"[ 0.075       0.16875     0.5179121  -0.06974312 -1.1873076  -0.01956219
 -0.75047565  0.8379201   0.16928375  0.51697916 -1.3295574   1.1034878
  0.04436731  0.64187175]",0.0,False
0,adversary_1,2.0,"[-0.225       0.16875     0.68719584  0.44723606 -1.3565913  -0.53654134
 -0.9197594   0.3209409  -0.16928375 -0.51697916 -1.4988412   0.58650863
 -0.12491643  0.12489256]",0.0,False
0,adversary_2,3.0,"[-0.          0.39375    -0.8116453   1.0337447   0.14224984 -1.12305
  0.5790818  -0.26556772  1.3295574  -1.1034878   1.4988412  -0.58650863
  1.3739247  -0.4616161 ]",0.0,False
0,agent_0,2.0,"[ 0.3         0.4         0.5622794   0.5721286  -1.2316749  -0.66143394
 -0.79484296  0.19604836 -0.04436731 -0.64187175  0.12491643 -0.12489256
 -1.3739247   0.4616161 ]",0.0,False
0,adversary_0,0.0,"[ 0.35625     0.1265625   0.5254121  -0.05286812 -1.1948075  -0.03643719
 -0.75797564  0.8210451   0.13928375  0.51697916 -1.3370574   1.1259878
  0.06686731  0.66499674]",0.0,False
0,adversary_1,3.0,"[ 0.13125     0.1265625   0.66469586  0.46411106 -1.3340913  -0.5534164
 -0.8972594   0.3040659  -0.13928375 -0.51697916 -1.4763411   0.60900867
 -0.07241643  0.14801756]",0.0,False
0,adversary_2,4.0,"[-0.         -0.0046875  -0.8116453   1.0731198   0.14224984 -1.162425
  0.5790818  -0.30494273  1.3370574  -1.1259878   1.4763411  -0.60900867
  1.4039247  -0.46099108]",0.0,False
0,agent_0,4.0,"[ 0.625       0.3         0.5922794   0.6121286  -1.2616749  -0.7014339
 -0.824843    0.15604837 -0.06686731 -0.66499674  0.07241643 -0.14801756
 -1.4039247   0.46099108]",0.0,False
0,adversary_0,4.0,"[ 0.2671875   0.09492187  0.5610371  -0.04021187 -1.2304325  -0.04909344
 -0.7936007   0.8083888   0.11678375  0.51697916 -1.3726825   1.1128628
  0.0937423   0.6823405 ]",0.0,False
0,adversary_1,4.0,"[ 0.0984375  -0.20507812  0.67782086  0.4767673  -1.3472162  -0.56607264
 -0.9103844   0.29140967 -0.11678375 -0.51697916 -1.4894662   0.59588367
 -0.02304144  0.1653613 ]",0.0,False
0,adversary_2,4.0,"[-0.          0.29648438 -0.8116453   1.0726509   0.14224984 -1.1619563
  0.5790818  -0.30447397  1.3726825  -1.1128628   1.4894662  -0.59588367
  1.4664247  -0.43052235]",0.0,False
0,agent_0,3.0,"[ 0.46875     0.625       0.6547794   0.6421286  -1.3241749  -0.7314339
 -0.887343    0.12604837 -0.0937423  -0.6823405   0.02304144 -0.1653613
 -1.4664247   0.43052235]",0.0,False
0,adversary_0,0.0,"[ 0.20039062  0.3711914   0.58775586 -0.03071968 -1.2571514  -0.05858563
 -0.8203194   0.7988967   0.09990874  0.4869792  -1.3994012   1.1330191
  0.11389856  0.7353483 ]",0.0,False
0,adversary_1,4.0,"[ 0.07382812  0.1461914   0.68766457  0.4562595  -1.3570601  -0.54556483
 -0.9202281   0.31191748 -0.09990874 -0.4869792  -1.4993099   0.6460399
  0.01398981  0.24836911]",0.0,False
0,adversary_2,3.0,"[-0.          0.5223633  -0.8116453   1.1022993   0.14224984 -1.1916047
  0.5790818  -0.33412242  1.3994012  -1.1330191   1.4993099  -0.6460399
  1.5132997  -0.39767078]",0.0,False
0,agent_0,3.0,"[ 0.3515625   0.06875     0.7016544   0.7046286  -1.3710499  -0.7939339
 -0.934218    0.06354837 -0.11389856 -0.7353483  -0.01398981 -0.24836911
 -1.5132997   0.39767078]",0.0,False
0,adversary_0,2.0,"[ 0.15029296  0.27839357  0.6077949   0.00639946 -1.2771903  -0.09570477
 -0.8403585   0.7617775   0.08725249  0.46447918 -1.4194403   1.1481363
  0.12901574  0.7051042 ]",0.0,False
0,adversary_1,3.0,"[ 0.05537109  0.40964356  0.6950474   0.47087863 -1.3644428  -0.56018394
 -0.92761093  0.29729834 -0.08725249 -0.46447918 -1.5066926   0.6836571
  0.04176325  0.24062498]",0.0,False
0,adversary_2,2.0,"[-0.          0.09177246 -0.8116453   1.1545358   0.14224984 -1.243841
  0.5790818  -0.38635874  1.4194403  -1.1481363   1.5066926  -0.6836571
  1.548456   -0.44303212]",0.0,False
