Episode,Agent,Action,Observation,Reward,Done
0,adversary_0,0.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.01652288 -0.3974558   1.0858485  -1.1923841
  0.22181919 -1.2290559 ]",0.0,False
0,adversary_1,1.0,"[ 0.          0.         -0.36257833  0.5770979  -0.3449052  -0.6149601
 -0.10298782 -1.0142365   0.01652288  0.3974558   1.1023713  -0.79492825
  0.23834208 -0.83160007]",0.0,False
0,adversary_2,1.0,"[ 0.          0.          0.739793   -0.21783039 -1.4472766   0.17996821
 -1.2053592  -0.21930817 -1.0858485   1.1923841  -1.1023713   0.79492825
 -0.8640293  -0.03667181]",0.0,False
0,agent_0,4.0,"[ 0.          0.         -0.12423626 -0.2545022  -0.58324724  0.21664001
 -0.34132987 -0.18263637 -0.22181919  1.2290559  -0.23834208  0.83160007
  0.8640293   0.03667181]",0.0,False
0,adversary_0,0.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.01652288 -0.3974558   1.0858485  -1.1923841
  0.22181919 -1.2290559 ]",0.0,False
0,adversary_1,1.0,"[-0.3        -0.         -0.36257833  0.5770979  -0.3449052  -0.6149601
 -0.10298782 -1.0142365   0.01652288  0.3974558   1.1023713  -0.79492825
  0.23834208 -0.83160007]",0.0,False
0,adversary_2,1.0,"[-0.3         0.          0.739793   -0.21783039 -1.4472766   0.17996821
 -1.2053592  -0.21930817 -1.0858485   1.1923841  -1.1023713   0.79492825
 -0.8640293  -0.03667181]",0.0,False
0,agent_0,4.0,"[ 0.          0.4        -0.12423626 -0.2545022  -0.58324724  0.21664001
 -0.34132987 -0.18263637 -0.22181919  1.2290559  -0.23834208  0.83160007
  0.8640293   0.03667181]",0.0,False
0,adversary_0,0.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.04652287 -0.3974558   1.0558485  -1.1923841
  0.22181919 -1.1890559 ]",0.0,False
0,adversary_1,1.0,"[-0.525      -0.         -0.39257833  0.5770979  -0.3149052  -0.6149601
 -0.07298782 -1.0142365   0.04652287  0.3974558   1.1023713  -0.79492825
  0.26834208 -0.79160005]",0.0,False
0,adversary_2,1.0,"[-0.525       0.          0.70979303 -0.21783039 -1.4172765   0.17996821
 -1.1753591  -0.21930817 -1.0558485   1.1923841  -1.1023713   0.79492825
 -0.83402926  0.00332819]",0.0,False
0,agent_0,4.0,"[ 0.          0.7        -0.12423626 -0.2145022  -0.58324724  0.17664
 -0.34132987 -0.22263636 -0.22181919  1.1890559  -0.26834208  0.79160005
  0.83402926 -0.00332819]",0.0,False
0,adversary_0,0.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.09902287 -0.3974558   1.0033485  -1.1923841
  0.22181919 -1.1190559 ]",0.0,False
0,adversary_1,1.0,"[-0.69375    -0.         -0.4450783   0.5770979  -0.26240522 -0.6149601
 -0.02048782 -1.0142365   0.09902287  0.3974558   1.1023713  -0.79492825
  0.32084206 -0.72160006]",0.0,False
0,adversary_2,1.0,"[-0.69375    -0.          0.657293   -0.21783039 -1.3647765   0.17996821
 -1.1228591  -0.21930817 -1.0033485   1.1923841  -1.1023713   0.79492825
 -0.78152925  0.07332819]",0.0,False
0,agent_0,4.0,"[ 0.          0.925      -0.12423626 -0.1445022  -0.58324724  0.10664001
 -0.34132987 -0.29263636 -0.22181919  1.1190559  -0.32084206  0.72160006
  0.78152925 -0.07332819]",0.0,False
0,adversary_0,0.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.16839787 -0.3974558   0.9339735  -1.1923841
  0.22181919 -1.0265559 ]",0.0,False
0,adversary_1,1.0,"[-0.8203125  -0.         -0.51445335  0.5770979  -0.19303021 -0.6149601
  0.04888719 -1.0142365   0.16839787  0.3974558   1.1023713  -0.79492825
  0.39021707 -0.6291001 ]",0.0,False
0,adversary_2,1.0,"[-0.8203125  -0.          0.58791804 -0.21783039 -1.2954016   0.17996821
 -1.0534842  -0.21930817 -0.9339735   1.1923841  -1.1023713   0.79492825
 -0.71215427  0.1658282 ]",0.0,False
0,agent_0,4.0,"[ 0.          1.09375    -0.12423626 -0.0520022  -0.58324724  0.01414001
 -0.34132987 -0.38513637 -0.22181919  1.0265559  -0.39021707  0.6291001
  0.71215427 -0.1658282 ]",0.0,False
0,adversary_0,0.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.25042912 -0.3974558   0.85194224 -1.1923841
  0.22181919 -0.9171809 ]",0.0,False
0,adversary_1,1.0,"[-0.9152344  -0.         -0.5964846   0.5770979  -0.11099895 -0.6149601
  0.13091843 -1.0142365   0.25042912  0.3974558   1.1023713  -0.79492825
  0.47224832 -0.5197251 ]",0.0,False
0,adversary_2,1.0,"[-0.9152344  -0.          0.5058868  -0.21783039 -1.2133703   0.17996821
 -0.9714529  -0.21930817 -0.85194224  1.1923841  -1.1023713   0.79492825
 -0.630123    0.2752032 ]",0.0,False
0,agent_0,4.0,"[ 0.          1.2203125  -0.12423626  0.0573728  -0.58324724 -0.09523499
 -0.34132987 -0.49451137 -0.22181919  0.9171809  -0.47224832  0.5197251
  0.630123   -0.2752032 ]",0.0,False
0,adversary_0,0.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.34195256 -0.3974558   0.7604188  -1.1923841
  0.22181919 -0.7951496 ]",0.0,False
0,adversary_1,3.0,"[-0.98642576 -0.         -0.688008    0.5770979  -0.01947552 -0.6149601
  0.22244187 -1.0142365   0.34195256  0.3974558   1.1023713  -0.79492825
  0.5637718  -0.3976938 ]",0.0,False
0,adversary_2,1.0,"[-0.98642576 -0.          0.41436332 -0.21783039 -1.1218469   0.17996821
 -0.8799295  -0.21930817 -0.7604188   1.1923841  -1.1023713   0.79492825
 -0.5385996   0.39723444]",0.0,False
0,agent_0,4.0,"[ 0.          1.3        -0.12423626  0.17940405 -0.58324724 -0.21726623
 -0.34132987 -0.61654264 -0.22181919  0.7951496  -0.5637718   0.3976938
  0.5385996  -0.39723444]",0.0,False
0,adversary_0,0.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.44059515 -0.3974558   0.6617762  -1.1923841
  0.22181919 -0.6651496 ]",0.0,False
0,adversary_1,3.0,"[-0.73981935 -0.3        -0.7866506   0.5770979   0.07916706 -0.6149601
  0.32108444 -1.0142365   0.44059515  0.3974558   1.1023713  -0.79492825
  0.6624143  -0.26769382]",0.0,False
0,adversary_2,1.0,"[-1.         -0.          0.31572077 -0.21783039 -1.0232043   0.17996821
 -0.7812869  -0.21930817 -0.6617762   1.1923841  -1.1023713   0.79492825
 -0.43995702  0.52723444]",0.0,False
0,agent_0,3.0,"[ 0.          1.3        -0.12423626  0.30940405 -0.58324724 -0.34726623
 -0.34132987 -0.74654263 -0.22181919  0.6651496  -0.6624143   0.26769382
  0.43995702 -0.52723444]",0.0,False
0,adversary_0,0.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.5145771  -0.4274558   0.5617762  -1.1923841
  0.22181919 -0.53514963]",0.0,False
0,adversary_1,3.0,"[-0.5548645  -0.525      -0.86063254  0.54709786  0.153149   -0.58496004
  0.39506638 -0.9842364   0.5145771   0.4274558   1.0763533  -0.7649283
  0.73639625 -0.10769381]",0.0,False
0,adversary_2,2.0,"[-1.          0.          0.21572076 -0.21783039 -0.9232043   0.17996821
 -0.6812869  -0.21930817 -0.5617762   1.1923841  -1.0763533   0.7649283
 -0.339957    0.65723443]",0.0,False
0,agent_0,3.0,"[ 0.          0.575      -0.12423626  0.43940407 -0.58324724 -0.47726625
 -0.34132987 -0.8765426  -0.22181919  0.53514963 -0.73639625  0.10769381
  0.339957   -0.65723443]",0.0,False
0,adversary_0,0.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.57006353 -0.47995582  0.4617762  -1.1923841
  0.22181919 -0.47764963]",0.0,False
0,adversary_1,3.0,"[-0.41614836 -0.69375    -0.916119    0.49459788  0.20863545 -0.53246003
  0.45055282 -0.9317364   0.57006353  0.47995582  1.0318397  -0.7124283
  0.7918827   0.00230618]",0.0,False
0,adversary_2,1.0,"[-0.45        0.          0.11572076 -0.21783039 -0.8232043   0.17996821
 -0.5812869  -0.21930817 -0.4617762   1.1923841  -1.0318397   0.7124283
 -0.239957    0.71473444]",0.0,False
0,agent_0,4.0,"[ 0.          0.03125    -0.12423626  0.49690405 -0.58324724 -0.53476626
 -0.34132987 -0.93404263 -0.22181919  0.47764963 -0.7918827  -0.00230618
  0.239957   -0.71473444]",0.0,False
0,adversary_0,0.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.61167836 -0.54933083  0.4167762  -1.1923841
  0.22181919 -0.47452462]",0.0,False
0,adversary_1,3.0,"[-0.3121113  -0.8203125  -0.9577338   0.42522287  0.25025028 -0.46308506
  0.49216768 -0.86236143  0.61167836  0.54933083  1.0284545  -0.64305323
  0.8334976   0.07480618]",0.0,False
0,adversary_2,2.0,"[-0.6375      0.          0.07072075 -0.21783039 -0.77820426  0.17996821
 -0.5362869  -0.21930817 -0.4167762   1.1923841  -1.0284545   0.64305323
 -0.19495702  0.71785945]",0.0,False
0,agent_0,3.0,"[ 0.          0.4234375  -0.12423626  0.500029   -0.58324724 -0.5378912
 -0.34132987 -0.9371676  -0.22181919  0.47452462 -0.8334976  -0.07480618
  0.19495702 -0.71785945]",0.0,False
0,adversary_0,0.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.6428895  -0.6313621   0.3530262  -1.1923841
  0.22181919 -0.43218088]",0.0,False
0,adversary_1,3.0,"[-0.23408346 -0.9152344  -0.98894495  0.34319162  0.28146142 -0.3810538
  0.5233788  -0.7803302   0.6428895   0.6313621   0.9959157  -0.561022
  0.86470866  0.19918118]",0.0,False
