Episode,Agent,Action,Observation,Reward,Done
0,adversary_0,1.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.01652288 -0.3974558   1.0858485  -1.1923841
  0.22181919 -1.2290559 ]",0.0,False
0,adversary_1,1.0,"[ 0.          0.         -0.36257833  0.5770979  -0.3449052  -0.6149601
 -0.10298782 -1.0142365   0.01652288  0.3974558   1.1023713  -0.79492825
  0.23834208 -0.83160007]",0.0,False
0,adversary_2,2.0,"[ 0.          0.          0.739793   -0.21783039 -1.4472766   0.17996821
 -1.2053592  -0.21930817 -1.0858485   1.1923841  -1.1023713   0.79492825
 -0.8640293  -0.03667181]",0.0,False
0,agent_0,2.0,"[ 0.          0.         -0.12423626 -0.2545022  -0.58324724  0.21664001
 -0.34132987 -0.18263637 -0.22181919  1.2290559  -0.23834208  0.83160007
  0.8640293   0.03667181]",0.0,False
0,adversary_0,0.0,"[-0.3         0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.01652288 -0.3974558   1.0858485  -1.1923841
  0.22181919 -1.2290559 ]",0.0,False
0,adversary_1,0.0,"[-0.3        -0.         -0.36257833  0.5770979  -0.3449052  -0.6149601
 -0.10298782 -1.0142365   0.01652288  0.3974558   1.1023713  -0.79492825
  0.23834208 -0.83160007]",0.0,False
0,adversary_2,1.0,"[ 0.3         0.          0.739793   -0.21783039 -1.4472766   0.17996821
 -1.2053592  -0.21930817 -1.0858485   1.1923841  -1.1023713   0.79492825
 -0.8640293  -0.03667181]",0.0,False
0,agent_0,1.0,"[ 0.4         0.         -0.12423626 -0.2545022  -0.58324724  0.21664001
 -0.34132987 -0.18263637 -0.22181919  1.2290559  -0.23834208  0.83160007
  0.8640293   0.03667181]",0.0,False
0,adversary_0,2.0,"[-0.225       0.         -0.37605545  0.9745537  -0.33142808 -1.0124159
 -0.08951069 -1.4116923  -0.01652288 -0.3974558   1.1458485  -1.1923841
  0.29181919 -1.2290559 ]",0.0,False
0,adversary_1,3.0,"[-0.225      -0.         -0.39257833  0.5770979  -0.3149052  -0.6149601
 -0.07298782 -1.0142365   0.01652288  0.3974558   1.1623714  -0.79492825
  0.30834207 -0.83160007]",0.0,False
0,adversary_2,4.0,"[-0.075       0.          0.76979303 -0.21783039 -1.4772766   0.17996821
 -1.2353592  -0.21930817 -1.1458485   1.1923841  -1.1623714   0.79492825
 -0.8540293  -0.03667181]",0.0,False
0,agent_0,4.0,"[-0.1         0.         -0.08423626 -0.2545022  -0.62324727  0.21664001
 -0.3813299  -0.18263637 -0.29181919  1.2290559  -0.30834207  0.83160007
  0.8540293   0.03667181]",0.0,False
0,adversary_0,3.0,"[ 0.13125     0.         -0.39855546  0.9745537  -0.30892807 -1.0124159
 -0.06701069 -1.4116923  -0.01652288 -0.3974558   1.1608485  -1.1923841
  0.3043192  -1.2290559 ]",0.0,False
0,adversary_1,0.0,"[-0.16875    -0.3        -0.4150783   0.5770979  -0.29240522 -0.6149601
 -0.05048782 -1.0142365   0.01652288  0.3974558   1.1773714  -0.79492825
  0.32084206 -0.83160007]",0.0,False
0,adversary_2,2.0,"[-0.05625     0.3         0.76229304 -0.21783039 -1.4697765   0.17996821
 -1.2278591  -0.21930817 -1.1608485   1.1923841  -1.1773714   0.79492825
 -0.8565293  -0.03667181]",0.0,False
0,agent_0,1.0,"[-0.075       0.4        -0.09423625 -0.2545022  -0.6132473   0.21664001
 -0.37132987 -0.18263637 -0.3043192   1.2290559  -0.32084206  0.83160007
  0.8565293   0.03667181]",0.0,False
0,adversary_0,1.0,"[ 0.0984375  -0.3        -0.38543046  0.9745537  -0.32205307 -1.0124159
 -0.0801357  -1.4116923  -0.04652287 -0.4274558   1.1420984  -1.162384
  0.2836942  -1.1890559 ]",0.0,False
0,adversary_1,3.0,"[-0.1265625  -0.225      -0.4319533   0.54709786 -0.2755302  -0.58496004
 -0.03361282 -0.9842364   0.04652287  0.4274558   1.1886214  -0.73492825
  0.33021706 -0.7616001 ]",0.0,False
0,adversary_2,1.0,"[ 0.2578125   0.225       0.75666803 -0.18783039 -1.4641515   0.1499682
 -1.2222341  -0.24930817 -1.1420984   1.162384   -1.1886214   0.73492825
 -0.8584043  -0.02667181]",0.0,False
0,agent_0,2.0,"[-0.45625     0.3        -0.10173625 -0.2145022  -0.6057473   0.17664
 -0.36382988 -0.22263636 -0.2836942   1.1890559  -0.33021706  0.7616001
  0.8584043   0.02667181]",0.0,False
0,adversary_0,2.0,"[-0.22617188 -0.225      -0.3755867   0.9445537  -0.33189684 -0.98241585
 -0.08997944 -1.3816923  -0.06902288 -0.41995582  1.158036   -1.109884
  0.22822544 -1.1290559 ]",0.0,False
0,adversary_1,4.0,"[-0.09492187 -0.46875    -0.44460958  0.5245979  -0.26287395 -0.56246006
 -0.02095657 -0.96173644  0.06902288  0.41995582  1.2270589  -0.68992823
  0.29724833 -0.70910007]",0.0,False
0,adversary_2,4.0,"[-0.10664062  0.16875     0.78244925 -0.16533038 -1.4899328   0.1274682
 -1.2480154  -0.27180818 -1.158036    1.109884   -1.2270589   0.68992823
 -0.9298105  -0.01917181]",0.0,False
0,agent_0,4.0,"[ 0.0578125   0.225      -0.14736125 -0.1845022  -0.56012225  0.14664002
 -0.31820488 -0.25263637 -0.22822544  1.1290559  -0.29724833  0.70910007
  0.9298105   0.01917181]",0.0,False
0,adversary_0,0.0,"[ 0.1303711  -0.16875    -0.39820388  0.9220537  -0.30927965 -0.9599159
 -0.06736226 -1.3591923  -0.05589788 -0.4443308   1.1699891  -1.0705091
  0.2566239  -1.0840559 ]",0.0,False
0,adversary_1,2.0,"[-0.07119141 -0.0515625  -0.45410177  0.47772288 -0.25338176 -0.51558506
 -0.01146438 -0.91486144  0.05589788  0.4443308   1.225887   -0.62617826
  0.31252176 -0.6397251 ]",0.0,False
0,adversary_2,3.0,"[-0.07998047  0.4265625   0.7717852  -0.14845538 -1.4792688   0.11059321
 -1.2373513  -0.28868318 -1.1699891   1.0705091  -1.225887    0.62617826
 -0.9133652  -0.01354681]",0.0,False
0,agent_0,0.0,"[ 0.04335938  0.56875    -0.14158    -0.16200219 -0.56590354  0.12414001
 -0.32398614 -0.27513635 -0.2566239   1.0840559  -0.31252176  0.6397251
  0.9133652   0.01354681]",0.0,False
0,adversary_0,4.0,"[ 0.09777832 -0.1265625  -0.38516676  0.90517867 -0.32231677 -0.94304085
 -0.08039936 -1.3423172  -0.07605413 -0.43261206  1.1489539  -1.0109779
  0.2479227  -1.0103059 ]",0.0,False
0,adversary_1,4.0,"[ 0.24660644 -0.03867187 -0.4612209   0.47256663 -0.24626262 -0.5104288
 -0.00434524 -0.90970516  0.07605413  0.43261206  1.225008   -0.57836574
  0.32397684 -0.5776938 ]",0.0,False
0,adversary_2,1.0,"[-5.9985351e-02  1.9921875e-02  7.6378715e-01 -1.0579914e-01
 -1.4712707e+00  6.7936957e-02 -1.2293533e+00 -3.3133942e-01
 -1.1489539e+00  1.0109779e+00 -1.2250080e+00  5.7836574e-01
 -9.0103126e-01  6.7194313e-04]",0.0,False
0,agent_0,1.0,"[ 3.2519531e-02  4.2656249e-01 -1.3724406e-01 -1.0512719e-01
 -5.7023948e-01  6.7265011e-02 -3.2832208e-01 -3.3201137e-01
 -2.4792270e-01  1.0103059e+00 -3.2397684e-01  5.7769382e-01
  9.0103126e-01 -6.7194313e-04]",0.0,False
0,adversary_0,4.0,"[ 0.07333374  0.20507812 -0.37538895  0.89252245 -0.33209458 -0.93038464
 -0.09017719 -1.329661   -0.06117131 -0.423823    1.1331775  -0.99632937
  0.24139683 -0.95499337]",0.0,False
0,adversary_1,1.0,"[ 0.18495484  0.2709961  -0.43656024  0.46869943 -0.27092326 -0.50656164
 -0.02900588 -0.905838    0.06117131  0.423823    1.1943489  -0.57250637
  0.30256814 -0.53117037]",0.0,False
