Episode,Agent,Action,Observation,Reward,Done
0,adversary_0,4.0,"[ 0.          0.         -0.35772833  0.6920956  -0.34478593 -1.337008
 -0.00691508 -0.35377347  0.23359789 -0.23397571  0.8863828   0.22367525
 -0.46185428 -0.88199127]",0.0,False
0,adversary_1,2.0,"[ 0.          0.         -0.12413046  0.45811987 -0.5783838  -1.1030322
 -0.24051297 -0.11979776 -0.23359789  0.23397571  0.65278494  0.45765096
 -0.69545215 -0.64801556]",0.0,False
0,adversary_2,3.0,"[ 0.          0.          0.5286545   0.9157708  -1.2311687  -1.5606833
 -0.8932979  -0.5774487  -0.8863828  -0.22367525 -0.65278494 -0.45765096
 -1.3482372  -1.1056665 ]",0.0,False
0,agent_0,2.0,"[ 0.          0.         -0.81958264 -0.18989566  0.11706837 -0.4550167
  0.45493922  0.5282178   0.46185428  0.88199127  0.69545215  0.64801556
  1.3482372   1.1056665 ]",0.0,False
0,adversary_0,4.0,"[ 1.1239872e-38  3.0000001e-01 -3.5772833e-01  6.9209558e-01
 -3.4478593e-01 -1.3370080e+00 -6.9150836e-03 -3.5377347e-01
  2.3359789e-01 -2.3397571e-01  8.8638282e-01  2.2367525e-01
 -4.6185428e-01 -8.8199127e-01]",0.0,False
0,adversary_1,3.0,"[ 0.35643655  0.02811063 -0.12413046  0.45811987 -0.5783838  -1.1030322
 -0.24051297 -0.11979776 -0.23359789  0.23397571  0.65278494  0.45765096
 -0.69545215 -0.64801556]",0.0,False
0,adversary_2,3.0,"[ 0.         -0.3         0.5286545   0.9157708  -1.2311687  -1.5606833
 -0.8932979  -0.5774487  -0.8863828  -0.22367525 -0.65278494 -0.45765096
 -1.3482372  -1.1056665 ]",0.0,False
0,agent_0,2.0,"[ 0.4         0.         -0.81958264 -0.18989566  0.11706837 -0.4550167
  0.45493922  0.5282178   0.46185428  0.88199127  0.69545215  0.64801556
  1.3482372   1.1056665 ]",0.0,False
0,adversary_0,3.0,"[ 1.9669777e-38  5.2499998e-01 -3.5772833e-01  7.2209561e-01
 -3.4478593e-01 -1.3670080e+00 -6.9150836e-03 -3.8377348e-01
  2.6924154e-01 -2.6116464e-01  8.8638282e-01  1.6367525e-01
 -4.2185429e-01 -9.1199124e-01]",0.0,False
0,adversary_1,3.0,"[ 0.32376397 -0.2508064  -0.08848681  0.46093094 -0.61402744 -1.1058433
 -0.27615663 -0.12260883 -0.26924154  0.26116464  0.6171413   0.42483988
 -0.6910958  -0.65082663]",0.0,False
0,adversary_2,3.0,"[ 0.         -0.525       0.5286545   0.88577086 -1.2311687  -1.5306832
 -0.8932979  -0.5474487  -0.8863828  -0.16367525 -0.6171413  -0.42483988
 -1.3082371  -1.0756665 ]",0.0,False
0,agent_0,1.0,"[ 0.7         0.         -0.7795826  -0.18989566  0.07706837 -0.4550167
  0.4149392   0.5282178   0.4218543   0.91199124  0.6910958   0.65082663
  1.3082371   1.0756665 ]",0.0,False
0,adversary_0,1.0,"[ 1.4752334e-38  9.3750000e-02 -3.5772833e-01  7.7459556e-01
 -3.4478593e-01 -1.4195080e+00 -6.9150836e-03 -4.3627346e-01
  3.0161792e-01 -3.3874527e-01  8.8638282e-01  5.8675252e-02
 -3.5185429e-01 -9.6449125e-01]",0.0,False
