Episode,Agent,Action,Observation,Reward,Done
0,adversary_0,3.0,"[ 0.          0.          0.7404984  -0.42636558 -1.5926405   0.31341198
 -0.7675986  -0.35635686 -0.5342021   0.98143375 -0.30834916  1.2571259
 -0.01971111  1.2628409 ]",0.0,False
0,adversary_1,0.0,"[ 0.          0.          0.2062963   0.5550682  -1.0584384  -0.66802174
 -0.23339652 -1.3377906   0.5342021  -0.98143375  0.22585297  0.27569208
  0.514491    0.2814071 ]",0.0,False
0,adversary_2,3.0,"[ 0.          0.          0.43214926  0.83076024 -1.2842914  -0.94371384
 -0.45924947 -1.6134827   0.30834916 -1.2571259  -0.22585297 -0.27569208
  0.28863803  0.00571502]",0.0,False
0,agent_0,0.0,"[ 0.          0.          0.7207873   0.83647525 -1.5729294  -0.94942886
 -0.7478875  -1.6191977   0.01971111 -1.2628409  -0.514491   -0.2814071
 -0.28863803 -0.00571502]",0.0,False
0,adversary_0,3.0,"[ 0.         -0.3         0.7404984  -0.42636558 -1.5926405   0.31341198
 -0.7675986  -0.35635686 -0.5342021   0.98143375 -0.30834916  1.2571259
 -0.01971111  1.2628409 ]",0.0,False
0,adversary_1,0.0,"[-0.         -0.          0.2062963   0.5550682  -1.0584384  -0.66802174
 -0.23339652 -1.3377906   0.5342021  -0.98143375  0.22585297  0.27569208
  0.514491    0.2814071 ]",0.0,False
0,adversary_2,3.0,"[-0.         -0.3         0.43214926  0.83076024 -1.2842914  -0.94371384
 -0.45924947 -1.6134827   0.30834916 -1.2571259  -0.22585297 -0.27569208
  0.28863803  0.00571502]",0.0,False
0,agent_0,0.0,"[ 0.          0.          0.7207873   0.83647525 -1.5729294  -0.94942886
 -0.7478875  -1.6191977   0.01971111 -1.2628409  -0.514491   -0.2814071
 -0.28863803 -0.00571502]",0.0,False
0,adversary_0,3.0,"[ 0.         -0.525       0.7404984  -0.4563656  -1.5926405   0.34341198
 -0.7675986  -0.32635686 -0.5342021   1.0114337  -0.30834916  1.2571259
 -0.01971111  1.2928408 ]",0.0,False
0,adversary_1,0.0,"[-0.         -0.          0.2062963   0.5550682  -1.0584384  -0.66802174
 -0.23339652 -1.3377906   0.5342021  -1.0114337   0.22585297  0.24569207
  0.514491    0.2814071 ]",0.0,False
0,adversary_2,3.0,"[-0.         -0.525       0.43214926  0.80076027 -1.2842914  -0.9137138
 -0.45924947 -1.5834827   0.30834916 -1.2571259  -0.22585297 -0.24569207
  0.28863803  0.03571502]",0.0,False
0,agent_0,0.0,"[ 0.          0.          0.7207873   0.83647525 -1.5729294  -0.94942886
 -0.7478875  -1.6191977   0.01971111 -1.2928408  -0.514491   -0.2814071
 -0.28863803 -0.03571502]",0.0,False
0,adversary_0,3.0,"[ 0.         -0.69375     0.7404984  -0.5088656  -1.5926405   0.395912
 -0.7675986  -0.27385685 -0.5342021   1.0639337  -0.30834916  1.2571259
 -0.01971111  1.3453408 ]",0.0,False
0,adversary_1,0.0,"[-0.         -0.          0.2062963   0.5550682  -1.0584384  -0.66802174
 -0.23339652 -1.3377906   0.5342021  -1.0639337   0.22585297  0.19319208
  0.514491    0.2814071 ]",0.0,False
0,adversary_2,3.0,"[-0.         -0.69375     0.43214926  0.74826026 -1.2842914  -0.86121386
 -0.45924947 -1.5309827   0.30834916 -1.2571259  -0.22585297 -0.19319208
  0.28863803  0.08821502]",0.0,False
0,agent_0,0.0,"[ 0.          0.          0.7207873   0.83647525 -1.5729294  -0.94942886
 -0.7478875  -1.6191977   0.01971111 -1.3453408  -0.514491   -0.2814071
 -0.28863803 -0.08821502]",0.0,False
0,adversary_0,4.0,"[ 0.         -0.8203125   0.7404984  -0.5782406  -1.5926405   0.46528697
 -0.7675986  -0.20448187 -0.5342021   1.1333088  -0.30834916  1.2571259
 -0.01971111  1.4147159 ]",0.0,False
0,adversary_1,0.0,"[-0.         -0.          0.2062963   0.5550682  -1.0584384  -0.66802174
 -0.23339652 -1.3377906   0.5342021  -1.1333088   0.22585297  0.12381708
  0.514491    0.2814071 ]",0.0,False
0,adversary_2,3.0,"[ 0.         -0.8203125   0.43214926  0.6788852  -1.2842914  -0.7918388
 -0.45924947 -1.4616077   0.30834916 -1.2571259  -0.22585297 -0.12381708
  0.28863803  0.15759002]",0.0,False
0,agent_0,0.0,"[ 0.          0.          0.7207873   0.83647525 -1.5729294  -0.94942886
 -0.7478875  -1.6191977   0.01971111 -1.4147159  -0.514491   -0.2814071
 -0.28863803 -0.15759002]",0.0,False
0,adversary_0,4.0,"[ 0.         -0.31523436  0.7404984  -0.6602718  -1.5926405   0.5473182
 -0.7675986  -0.12245061 -0.5342021   1.21534    -0.30834916  1.2571259
 -0.01971111  1.4967471 ]",0.0,False
0,adversary_1,0.0,"[-0.         -0.          0.2062963   0.5550682  -1.0584384  -0.66802174
 -0.23339652 -1.3377906   0.5342021  -1.21534     0.22585297  0.04178583
  0.514491    0.2814071 ]",0.0,False
0,adversary_2,3.0,"[ 0.         -0.9152344   0.43214926  0.596854   -1.2842914  -0.7098076
 -0.45924947 -1.3795764   0.30834916 -1.2571259  -0.22585297 -0.04178583
  0.28863803  0.23962127]",0.0,False
0,agent_0,0.0,"[ 0.          0.          0.7207873   0.83647525 -1.5729294  -0.94942886
 -0.7478875  -1.6191977   0.01971111 -1.4967471  -0.514491   -0.2814071
 -0.28863803 -0.23962127]",0.0,False
0,adversary_0,4.0,"[ 0.          0.06357422  0.7404984  -0.6917953  -1.5926405   0.5788417
 -0.7675986  -0.09092718 -0.5342021   1.2468635  -0.30834916  1.1971258
 -0.01971111  1.5282705 ]",0.0,False
0,adversary_1,0.0,"[-2.4296473e-37 -4.4951729e-38  2.0629629e-01  5.5506819e-01
 -1.0584384e+00 -6.6802174e-01 -2.3339652e-01 -1.3377906e+00
  5.3420210e-01 -1.2468635e+00  2.2585297e-01 -4.9737614e-02
  5.1449102e-01  2.8140709e-01]",0.0,False
0,adversary_2,3.0,"[ 2.4296473e-37 -9.8642576e-01  4.3214926e-01  5.0533056e-01
 -1.2842914e+00 -6.1828417e-01 -4.5924947e-01 -1.2880530e+00
  3.0834916e-01 -1.1971258e+00 -2.2585297e-01  4.9737614e-02
  2.8863803e-01  3.3114469e-01]",0.0,False
